trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
24897164-BT 23_24-33896,15:02:00,15:02:00,1853,1.0,0.0,0.0
24897165-BT 23_24-33896,15:32:00,15:32:00,1853,1.0,0.0,0.0
24897166-BT 23_24-33896,16:02:00,16:02:00,1853,1.0,0.0,0.0
24897167-BT 23_24-33896,16:32:00,16:32:00,1853,1.0,0.0,0.0
24897168-BT 23_24-33896,17:02:00,17:02:00,1853,1.0,0.0,0.0
24897169-BT 23_24-33896,17:32:00,17:32:00,1853,1.0,0.0,0.0
24897170-BT 23_24-33896,18:02:00,18:02:00,1853,1.0,0.0,0.0
24897171-BT 23_24-33896,19:52:00,19:52:00,1853,13.0,0.0,0.0
24897172-BT 23_24-33896,20:07:00,20:07:00,1853,13.0,0.0,0.0
24897173-BT 23_24-33896,20:22:00,20:22:00,1853,13.0,0.0,0.0
24897174-BT 23_24-33896,20:37:00,20:37:00,1853,13.0,0.0,0.0
24897175-BT 23_24-33896,20:52:00,20:52:00,1853,13.0,0.0,0.0
24897176-BT 23_24-33896,21:07:00,21:07:00,1853,13.0,0.0,0.0
24897177-BT 23_24-33896,21:22:00,21:22:00,1853,13.0,0.0,0.0
24897178-BT 23_24-33896,21:37:00,21:37:00,1853,13.0,0.0,0.0
24897179-BT 23_24-33896,21:52:00,21:52:00,1853,13.0,0.0,0.0
24897180-BT 23_24-33896,22:07:00,22:07:00,1853,13.0,0.0,0.0
24897181-BT 23_24-33896,22:22:00,22:22:00,1853,13.0,0.0,0.0
24897182-BT 23_24-33896,22:37:00,22:37:00,1853,13.0,0.0,0.0
24897183-BT 23_24-33896,22:58:00,22:58:00,1882,13.0,1.0,0.0
24897184-BT 23_24-33896,23:13:00,23:13:00,1882,13.0,1.0,0.0
24897185-BT 23_24-33896,23:28:00,23:28:00,1882,13.0,1.0,0.0
24897922-BT 23_24-33896,19:29:00,19:29:00,1947,29.0,0.0,0.0
24897923-BT 23_24-33896,19:49:00,19:49:00,1947,29.0,0.0,0.0
24898034-BT 23_24-33896,23:43:00,23:43:00,1882,13.0,1.0,0.0
24898035-BT 23_24-33896,15:00:00,15:00:00,1853,1.0,0.0,0.0
24898036-BT 23_24-33896,15:10:00,15:10:00,1853,1.0,0.0,0.0
24898037-BT 23_24-33896,15:20:00,15:20:00,1853,1.0,0.0,0.0
24898038-BT 23_24-33896,15:30:00,15:30:00,1853,1.0,0.0,0.0
24898040-BT 23_24-33896,06:52:00,06:52:00,1853,13.0,0.0,0.0
24970527-BT 23_24-33904,06:50:00,06:50:00,1853,1.0,0.0,0.0
24970533-BT 23_24-33904,07:20:00,07:20:00,1853,13.0,0.0,0.0
24970587-BT 23_24-33904,07:05:00,07:05:00,1853,1.0,0.0,0.0
24970593-BT 23_24-33904,07:35:00,07:35:00,1853,13.0,0.0,0.0
24970661-BT 23_24-33904,07:50:00,07:50:00,1853,13.0,0.0,0.0
24970730-BT 23_24-33904,08:05:00,08:05:00,1853,13.0,0.0,0.0
